Gene	CB_m1_0h	CB_m2_0h	CB_m3_0h	CB_m4_6h_flag	CB_m5_6h_flag	CB_m6_6h_flag	CB_m7_6h_aCD3	CB_m8_6h_aCD3	CB_m9_6h_aCD3	CB_m10_24h_flag	CB_m11_24h_flag	CB_m12_24h_flag	CB_m13_24h_aCD3	CB_m14_24h_aCD3	CB_m15_24h_aCD3
1286	ID=fig|208479.6.peg.1530;Name=Pyrimidine-nucleoside phosphorylase (EC 2.4.2.2);Ontology_term=KEGG_ENZYME:2.4.2.2	187.468369845937	190.109367871771	166.185475978453	399.455326269628	250.818535576546	404.27668073004	395.17849596505	453.889271733945	382.100853208039	126.613610477088	104.805762942882	132.823049334065	168.275046804584	201.604454518561	205.32239919452
1287	ID=fig|208479.6.peg.1531;Name=Cytidine deaminase (EC 3.5.4.5);Ontology_term=KEGG_ENZYME:3.5.4.5	8.92706523075892	19.788335689255	27.3717254552746	25.2619969182374	39.6918221282749	61.6275427942134	59.9630990221191	53.9942628084991	59.4660268237677	19.4790169964751	13.7902319661687	35.3073928609539	16.8900604599396	25.6426718466591	9.58171196241095
1288	ID=fig|208479.6.peg.1532;Name=Transcriptional regulator	7.14165218460714	5.65381019692999	3.91024649361065	3.15774961477967	5.0670411227585	4.93020342353707	2.88978790468044	13.4985657021248	5.06093845308661	3.65231568683908	5.51609278646746	11.2086961463346	3.1277889740629	3.5369202547116	0
1289	ID=fig|208479.6.peg.1534;Name=Iron-sulfur cluster-binding protein	24.995782646125	40.2833976531262	39.1024649361065	26.8408717256272	25.3352056137925	43.1392799559494	36.1223488085055	37.1210556808431	27.8351614919764	26.1749290890134	19.3063247526361	22.4173922926692	51.9212969694441	34.4849724834381	58.8590877690958
1290	ID=fig|208479.6.peg.1535;Name=hypothetical protein	39.2790870153392	24.7354196115687	25.4166022084693	23.6831221108475	22.8016850524133	28.3486696853382	27.4529850944642	26.9971314042495	17.7132845858031	21.3051748398946	11.9515343706795	20.1756530634023	34.4056787146919	18.5688313372359	39.6956638442739
1291	ID=fig|208479.6.peg.1536;Name=DEAD-box ATP-dependent RNA helicase DeaD ( CshA) (EC 3.6.4.13);Ontology_term=KEGG_ENZYME:3.6.4.13	35.7082609230357	4.24035764769749	15.6409859744426	6.31549922955934	97.9627950399977	22.1859154059168	14.4489395234022	0	7.59140767962992	15.826701309636	36.7739519097831	32.5052188243703	18.7667338443774	12.3792208914906	5.47526397852054
1292	ID=fig|208479.6.peg.1538;Name=bifunctional outer membrane translocase / extracellular lipase%2C PlpD	89.2706523075892	28.26905098465	56.6985741573545	41.0507449921357	53.2039317889643	86.2785599118988	27.4529850944642	37.1210556808431	32.896099945063	24.9574905267337	31.2578591233156	39.2304365121711	65.6835684553208	41.5588129928613	28.7451358872329
1293	ID=fig|208479.6.peg.1539;Name=Putative sugar isomerase involved in processing of exogenous sialic acid	7.14165218460714	12.7210729430925	23.4614789616639	18.946497688678	6.75605483034467	4.93020342353707	7.2244697617011	15.1858864148904	8.85664229290157	3.65231568683908	9.19348797744577	13.4504353756015	26.8989851769409	7.95807057310109	19.1634239248219
1294	ID=fig|208479.6.peg.1540;Name=hypothetical protein	37.4936739691875	19.788335689255	38.1249033127039	15.7887480738983	13.5121096606893	12.3255085588427	15.1713864995723	15.1858864148904	29.100396105248	10.9569470605172	20.2256735503807	33.6260884390038	31.277889740629	21.2215215282696	16.4257919355616
1295	ID=fig|208479.6.peg.1541;Name=Hydantoinase/oxoprolinase family protein	30.3520217845803	8.48071529539498	69.4068752615891	44.2084946069154	13.5121096606893	4.93020342353707	18.0611744042527	23.6224899787183	45.5484460777795	6.08719281139847	11.0321855729349	7.84608730243421	83.1991867100731	17.684601273558	41.0644798389041
1296	ID=fig|208479.6.peg.1542;Name=putative transporter protein	14.2833043692143	8.48071529539498	58.6536974041598	15.7887480738983	16.8901370758617	0	15.8938334757424	26.9971314042495	22.7742230388898	7.30463137367817	9.19348797744577	10.0878265317011	91.3314380426366	14.1476810188464	24.6386879033424
1297	ID=fig|208479.6.peg.1543;Name=3-dehydro-L-gulonate 2-dehydrogenase (EC 1.1.1.130);Ontology_term=KEGG_ENZYME:1.1.1.130	7.14165218460714	7.06726274616249	52.7883276637438	9.47324884433901	8.44506853793084	7.39530513530561	10.1142576663815	47.2449799574367	21.5089884256181	0	5.51609278646746	10.0878265317011	128.239347936579	8.84230063677899	32.8515838711233
1298	ID=fig|208479.6.peg.1544;Name=Catabolite control protein A	35.7082609230357	16.96143059079	23.4614789616639	18.946497688678	11.8230959531032	24.6510171176854	35.3999018323354	16.873207127656	20.2437538123465	18.2615784341954	14.7095807639132	19.0547834487688	46.2912768161309	14.1476810188464	24.6386879033424
1299	ID=fig|208479.6.peg.1545;Name=Metal chaperone%2C involved in Zn homeostasis	28.5666087384285	30.3892298084987	24.4390405850666	22.1042473034577	30.402246736551	22.1859154059168	32.5101139276549	40.4956971063743	32.896099945063	23.740051964454	53.3222302691855	38.6700017048543	40.0356988680051	22.9899816556254	28.7451358872329
1300	ID=fig|208479.6.peg.1546;Name=Metal chaperone%2C involved in Zn homeostasis	39.2790870153392	20.4950619638712	28.3492870786772	47.366244221695	45.6033701048265	14.7906102706112	29.6203260229745	26.9971314042495	17.7132845858031	40.7841918363698	46.8867886849734	28.5821751731532	38.7845832783799	30.0638221650486	20.532239919452
1301	ID=fig|208479.6.peg.1547;Name=COG family: dihydrodipicolinate reductase	110.695608861411	102.475309819356	82.1151763658237	132.625483820746	120.764480092411	152.836306129649	150.268971043383	148.484222723372	175.86761124476	63.9155245196839	62.5157182466313	84.0652210975094	86.9525334789485	145.897960506853	131.406335484493
1302	ID=fig|208479.6.peg.1548;Name=Transcriptional regulator	39.2790870153392	14.8412517669412	19.5512324680533	15.7887480738983	10.9785890993101	12.3255085588427	31.7876669514848	30.3717728297807	18.9785191990748	12.7831049039368	14.7095807639132	29.1426099804699	18.1411760495648	20.3372914645917	19.1634239248219
1303	ID=fig|208479.6.peg.1549;Name=KtrAB potassium uptake system%2C peripheral membrane component KtrA	10.7124782769107	16.96143059079	5.86536974041598	3.15774961477967	8.44506853793084	3.69765256765281	10.1142576663815	3.37464142553119	5.06093845308661	7.91335065481801	19.3063247526361	15.6921746048684	10.0089247170013	8.84230063677899	0
1304	ID=fig|208479.6.peg.1550;Name=KtrAB potassium uptake system%2C integral membrane component KtrB	39.2790870153392	21.2017882384875	17.5961092212479	12.6309984591187	39.6918221282749	18.488262838264	17.3387274280826	33.7464142553119	12.6523461327165	21.3051748398946	45.0480910894843	30.8239144024201	22.5200806132529	12.3792208914906	19.1634239248219
1305	ID=fig|208479.6.peg.1551;Name=Zinc ABC transporter%2C permease protein ZnuB	0	8.48071529539498	11.730739480832	6.31549922955934	13.5121096606893	2.46510171176854	4.33468185702066	10.1239242765936	2.53046922654331	3.65231568683908	7.35479038195662	4.48347845853383	8.75780912737611	5.3053803820674	10.9505279570411
1306	ID=fig|208479.6.peg.1552;Name=Zinc ABC transporter%2C ATP-binding protein ZnuC	7.14165218460714	10.6008941192437	7.82049298722131	6.31549922955934	16.8901370758617	14.7906102706112	10.1142576663815	6.74928285106238	10.1218769061732	20.087736277615	16.5482783594024	15.1317397975517	13.7622714858767	8.84230063677899	10.9505279570411
1307	ID=fig|208479.6.peg.1553;Name=Zinc ABC transporter%2C substrate-binding protein ZnuA	26.7811956922768	15.5479780415575	11.730739480832	9.47324884433901	16.8901370758617	7.39530513530561	8.66936371404131	20.2478485531872	12.6523461327165	15.2179820284962	21.1450223481253	19.0547834487688	13.7622714858767	12.3792208914906	8.21289596778082
1308	ID=fig|208479.6.peg.1554;Name=Phosphoglycolate phosphatase (EC 3.1.3.18);Ontology_term=KEGG_ENZYME:3.1.3.18	5.35623913845535	1.4134525492325	1.95512324680533	6.31549922955934	3.37802741517233	2.46510171176854	7.2244697617011	3.37464142553119	2.53046922654331	8.52206993595786	11.9515343706795	5.60434807316729	6.25557794812579	5.3053803820674	5.47526397852054
1309	ID=fig|208479.6.peg.1555;Name=DegV family protein	8.92706523075892	34.6295874561962	40.0800265595092	41.0507449921357	67.5605483034467	39.4416273882966	39.0121367131859	35.4337349680775	22.7742230388898	24.9574905267337	23.903068741359	16.8130442195019	40.6612566628177	21.2215215282696	27.3763198926027
1310	ID=fig|208479.6.peg.1556;Name=FIG00532823: hypothetical protein	26.7811956922768	36.0430400054287	42.0351498063145	47.366244221695	62.4935071806882	81.3483564883617	52.0161822842479	75.9294320744518	37.9570383981496	30.4359640569924	40.4513471007614	21.2965226780357	30.6523319458164	15.9161411462022	21.9010559140822
1311	ID=fig|208479.6.peg.1558;Name=hypothetical protein	8.92706523075892	0	1.95512324680533	0	0	2.46510171176854	1.44489395234022	0	2.53046922654331	0	1.83869759548915	2.24173922926692	1.25111558962516	1.7684601273558	2.73763198926027
1312	ID=fig|208479.6.peg.1560;Name=hypothetical protein	0	5.65381019692999	9.77561623402664	15.7887480738983	13.5121096606893	0	10.1142576663815	10.1239242765936	10.1218769061732	13.3918241850766	16.5482783594024	8.96695691706767	22.5200806132529	14.1476810188464	8.21289596778082
1313	ID=fig|208479.6.peg.1561;Name=5-methyltetrahydrofolate--homocysteine methyltransferase (EC 2.1.1.13);Ontology_term=KEGG_ENZYME:2.1.1.13	39.2790870153392	59.3650070677649	46.9229579233278	29.9986213404069	52.3594249351712	22.1859154059168	27.4529850944642	10.1239242765936	22.7742230388898	66.3504016442433	60.6770206511421	81.2630470609257	50.6701813798189	38.9061228018276	41.0644798389041
1314	ID=fig|208479.6.peg.1562;Name=Low-specificity L-threonine aldolase (EC 4.1.2.48);Ontology_term=KEGG_ENZYME:4.1.2.48	44.6353261537946	43.8170290262074	19.5512324680533	26.8408717256272	24.4906987599994	22.1859154059168	15.8938334757424	6.74928285106238	11.3871115194449	37.1318761495307	48.7254862804626	25.2195663292528	25.6478695873158	17.684601273558	5.47526397852054
1315	ID=fig|208479.6.peg.1563;Name=Methionine synthase activation domain (EC 2.1.1.13);Ontology_term=KEGG_ENZYME:2.1.1.13	8.92706523075892	10.6008941192437	16.6185475978453	6.31549922955934	16.8901370758617	14.7906102706112	8.66936371404131	6.74928285106238	11.3871115194449	14.0005434662165	24.8224175391036	15.1317397975517	11.2600403066264	5.3053803820674	17.7946079301918
1316	ID=fig|208479.6.peg.1564;Name=5%2C10-methylenetetrahydrofolate reductase (EC 1.5.1.20);Ontology_term=KEGG_ENZYME:1.5.1.20	35.7082609230357	26.1488721608012	12.7083011042346	6.31549922955934	17.7346439296548	12.3255085588427	13.7264925472321	3.37464142553119	16.4480499725315	11.5656663416571	25.7417663368482	18.4943486414521	13.7622714858767	3.5369202547116	12.3193439516712
1317	ID=fig|208479.6.peg.1565;Name=Glycogen phosphorylase (EC 2.4.1.1);Ontology_term=KEGG_ENZYME:2.4.1.1	139.262217599839	197.88335689255	193.557201433727	170.518479198102	243.217973892408	172.557119823798	158.938334757424	111.363167042529	120.197288260807	251.401063110757	285.917476098563	183.26218199257	203.306283314088	139.708350061108	147.832127420055
1318	ID=fig|208479.6.peg.1566;Name=Isoleucyl-tRNA synthetase (EC 6.1.1.5);Ontology_term=KEGG_ENZYME:6.1.1.5	144.618456738294	252.301280038001	179.87133870609	202.095975345899	189.169535249651	110.929577029584	112.701728282537	104.613884191467	167.010968951858	188.094257872213	267.530500143672	168.690877002336	199.552936545213	119.371058596516	145.094495430794
1319	ID=fig|208479.6.peg.1567;Name=hypothetical protein	7.14165218460714	2.826905098465	1.95512324680533	0	0	2.46510171176854	1.44489395234022	0	5.06093845308661	1.82615784341954	7.35479038195662	2.80217403658365	2.50223117925032	0.884230063677899	0
1320	ID=fig|208479.6.peg.1568;Name=hypothetical protein	16.0687174153661	6.36053647154624	9.77561623402664	9.47324884433901	18.5791507834478	2.46510171176854	4.33468185702066	10.1239242765936	2.53046922654331	10.9569470605172	22.9837199436144	11.2086961463346	6.25557794812579	8.84230063677899	5.47526397852054
1321	ID=fig|208479.6.peg.1569;Name=Nicotinate phosphoribosyltransferase (EC 6.3.4.21);Ontology_term=KEGG_ENZYME:6.3.4.21	42.8499131076428	101.76858354474	97.7561623402664	85.2592395990511	71.7830825724121	66.5577462177505	109.811940377857	64.1181870850926	73.3836075697559	68.1765594876629	69.8705086285879	40.9117409341212	133.869368089892	58.3591842027414	112.242911559671
1322	ID=fig|208479.6.peg.1570;Name=NAD-dependent protein deacetylase of SIR2 family	116.051847999866	148.412517669412	123.172764548736	156.308605931594	141.032644583445	136.813145003154	146.656736162532	145.109581297841	164.480499725315	133.309522569627	159.047342009812	177.657833919403	177.03285593196	150.319110825243	149.200943414685
1323	ID=fig|208479.6.peg.1571;Name=Galactokinase (EC 2.7.1.6);Ontology_term=KEGG_ENZYME:2.7.1.6	116.051847999866	96.1147733478098	64.5190671445758	31.5774961477967	62.4935071806882	62.8600936500977	41.1794776416962	52.3069420957335	32.896099945063	76.6986294236207	91.9348797744577	87.4278299414098	100.089247170013	87.538776304112	68.4407997315068
1324	ID=fig|208479.6.peg.1572;Name=Uncharacterized radical SAM protein YtqA	24.995782646125	11.30762039386	13.6858627276373	22.1042473034577	12.6676028068963	14.7906102706112	13.7264925472321	10.1239242765936	15.1828153592598	10.9569470605172	8.27413917970119	19.0547834487688	26.2734273821283	15.9161411462022	17.7946079301918
1325	ID=fig|208479.6.peg.1573;Name=DegV family protein	112.481021907562	93.2878682493448	133.925942406165	186.307227272	190.858548957237	285.95179856515	196.50557751827	253.098106914839	226.476995775626	92.5253307332568	68.0318110330987	137.306527792599	116.35374983514	94.6126168135352	232.698719087123
1326	ID=fig|208479.6.peg.1574;Name=hypothetical protein	135.691391507536	154.066327866342	205.287940914559	407.349700306577	230.550371085512	475.764630371328	257.191123516559	438.703385319055	435.240706965449	115.047944135431	138.821668459431	190.547834487688	115.728192040327	141.476810188464	202.58476720526
1327	ID=fig|208479.6.peg.1575;Name=Chaperone protein HtpG	71.4165218460713	111.662751389367	52.7883276637438	262.093218026713	212.815727155857	101.06917018251	631.418657172676	369.523236095666	273.290676466677	82.7858222350192	185.708457144405	38.1095668975376	238.337519823593	45.9799633112508	79.3913276885479
1328	ID=fig|208479.6.peg.1576;Name=hypothetical protein	0	0	1.95512324680533	0	3.37802741517233	0	1.44489395234022	3.37464142553119	10.1218769061732	0	0	0	1.25111558962516	1.7684601273558	0
1329	ID=fig|208479.6.repeat.10;Name=repeat region	14.2833043692143	11.30762039386	8.79805461062397	6.31549922955934	18.5791507834478	17.2557119823798	17.3387274280826	16.873207127656	22.7742230388898	10.3482277793774	15.6289295616578	10.6482613390179	15.0133870755019	13.2634509551685	24.6386879033424
1330	ID=fig|208479.6.peg.1580;Name=hypothetical protein	124.978913230625	95.4080470731936	132.948380782762	123.152234976407	114.008425262066	163.929263832608	117.758857115728	188.979919829747	154.358622819142	87.0468572029981	95.612274965436	94.1530476292105	90.705880247824	129.981819360651	195.740687232109
1331	ID=fig|208479.6.peg.1581;Name=hypothetical protein	10.7124782769107	7.06726274616249	5.86536974041598	1.57887480738983	1.68901370758617	8.62785599118988	5.77957580936088	5.06196213829679	15.1828153592598	10.3482277793774	6.43544158421204	5.60434807316729	7.50669353775095	7.95807057310109	16.4257919355616
1332	ID=fig|208479.6.peg.1582;Name=hypothetical protein	3.57082609230357	7.06726274616249	3.91024649361065	9.47324884433901	5.0670411227585	12.3255085588427	6.50202278553099	3.37464142553119	20.2437538123465	9.73950849823755	19.3063247526361	18.4943486414521	15.6389448703145	30.0638221650486	27.3763198926027
1333	ID=fig|208479.6.peg.1583;Name=hypothetical protein	0	4.24035764769749	5.86536974041598	6.31549922955934	0	4.93020342353707	2.88978790468044	3.37464142553119	10.1218769061732	4.86975424911878	12.8708831684241	9.5273917243844	5.63002015331321	15.0319110825243	6.84407997315068
1334	ID=fig|208479.6.peg.1584;Name=hypothetical protein	7.14165218460714	1.4134525492325	0	0	5.0670411227585	0	0	0	0	1.21743856227969	1.83869759548915	2.24173922926692	0	2.6526901910337	1.36881599463014
1335	ID=fig|208479.6.peg.1587;Name=hypothetical protein	17.8541304615178	11.30762039386	14.66342435104	15.7887480738983	17.7346439296548	14.7906102706112	26.0080911421239	20.2478485531872	32.896099945063	15.826701309636	26.6611151345927	24.0986967146194	21.2689650236277	23.8742117193033	38.3268478496438
1336	ID=fig|208479.6.peg.1588;Name=RNA polymerase sigma factor RpoD	24.995782646125	15.5479780415575	36.1697800658985	15.7887480738983	22.8016850524133	46.8369325236022	20.2285153327631	40.4956971063743	20.2437538123465	29.8272447758525	47.806137482718	33.6260884390038	20.0178494340025	24.7584417829812	19.1634239248219
1337	ID=fig|208479.6.peg.1589;Name=FIG01032508: hypothetical protein	17.8541304615178	15.5479780415575	5.86536974041598	9.47324884433901	11.8230959531032	9.86040684707415	8.66936371404131	6.74928285106238	5.06093845308661	18.2615784341954	20.2256735503807	12.329565760968	13.7622714858767	1.7684601273558	17.7946079301918
1338	ID=fig|208479.6.peg.1590;Name=hypothetical protein	0	1.4134525492325	0	0	0.844506853793084	1.23255085588427	0.72244697617011	1.6873207127656	5.06093845308661	2.43487712455939	1.83869759548915	0	1.25111558962516	1.7684601273558	0
1339	ID=fig|208479.6.peg.1594;Name=Glutamate synthase [NADPH] small chain (EC 1.4.1.13);Ontology_term=KEGG_ENZYME:1.4.1.13	10.7124782769107	22.61524078772	11.730739480832	3.15774961477967	3.37802741517233	12.3255085588427	4.33468185702066	3.37464142553119	8.85664229290157	90.6991728898372	86.4187869879903	71.7356553365414	7.50669353775095	22.9899816556254	0
1340	ID=fig|208479.6.peg.1595;Name=Glutamate synthase [NADPH] large chain (EC 1.4.1.13);Ontology_term=KEGG_ENZYME:1.4.1.13	14.2833043692143	15.5479780415575	11.730739480832	6.31549922955934	11.8230959531032	2.46510171176854	4.33468185702066	10.1239242765936	6.32617306635827	110.786909167452	146.176458841388	108.724352619445	18.7667338443774	22.9899816556254	0
1341	ID=fig|208479.6.peg.1596;Name=Catabolite repression HPr-like protein Crh	167.828826338268	83.3937004047174	136.858627276373	72.6282411399324	114.852932115859	61.6275427942134	104.032364568496	77.6167527872174	159.419561272228	140.005434662165	311.659242435412	229.778270999859	120.107096604015	123.792208914906	80.760143683178
1342	ID=fig|208479.6.peg.1597;Name=Protein of unknown function DUF208	3.57082609230357	0	7.82049298722131	3.15774961477967	1.68901370758617	4.93020342353707	6.50202278553099	3.37464142553119	2.53046922654331	3.65231568683908	0	0	6.25557794812579	3.5369202547116	2.73763198926027
1343	ID=fig|208479.6.peg.1598;Name=RNA polymerase sigma factor RpoD	405.288761476455	154.066327866342	146.6342435104	213.148098997628	211.126713448271	175.022221535566	199.39536542295	263.222031191433	250.516453427787	200.87736277615	173.756922773725	152.998702397467	188.918454033399	181.267163053969	214.904111156931
1344	ID=fig|208479.6.peg.1599;Name=Transcription regulator [contains diacylglycerol kinase catalytic domain]	33.9228478768839	29.6825035338824	33.2370951956906	42.6296197995255	30.402246736551	24.6510171176854	17.3387274280826	40.4956971063743	32.896099945063	36.5231568683908	22.0643711458699	38.6700017048543	37.5334676887548	32.7165123560823	20.532239919452
1345	ID=fig|208479.6.peg.1600;Name=A/G-specific adenine glycosylase (EC 3.2.2.-);Ontology_term=KEGG_ENZYME:3.2.2.-	94.6268914460445	49.4708392231374	44.9678346765225	23.6831221108475	11.8230959531032	29.5812205412224	27.4529850944642	20.2478485531872	17.7132845858031	25.5662098078736	38.6126495052722	41.472175741438	37.5334676887548	38.0218927381497	21.9010559140822
1346	ID=fig|208479.6.peg.1601;Name=Biotin operon repressor / Biotin--protein ligase (EC 6.3.4.9)(EC 6.3.4.10)(EC 6.3.4.11)(EC 6.3.4.15);Ontology_term=KEGG_ENZYME:6.3.4.9,KEGG_ENZYME:6.3.4.10,KEGG_ENZYME:6.3.4.11,KEGG_ENZYME:6.3.4.15	51.7769783384017	35.3363137308124	20.5287940914559	20.5253724960678	24.4906987599994	29.5812205412224	36.1223488085055	30.3717728297807	29.100396105248	30.4359640569924	56.9996254601638	40.3513061268045	20.6434072288151	24.7584417829812	54.7526397852054
1347	ID=fig|208479.6.peg.1602;Name=hypothetical protein	3.57082609230357	6.36053647154624	4.88780811701332	6.31549922955934	10.134082245517	14.7906102706112	5.05712883319077	10.1239242765936	15.1828153592598	16.4354205907759	23.903068741359	16.2526094121851	10.6344825118139	15.0319110825243	9.58171196241095
1348	ID=fig|208479.6.peg.1603;Name=Ornithine carbamoyltransferase (EC 2.1.3.3);Ontology_term=KEGG_ENZYME:2.1.3.3	53.5623913845535	48.0573866739049	46.9229579233278	31.5774961477967	32.9357672979303	46.8369325236022	26.7305381182941	40.4956971063743	51.8746191441378	37.1318761495307	65.273764639865	73.4169597584915	40.0356988680051	49.5168835659624	42.4332958335342
1349	ID=fig|208479.6.peg.1604;Name=Ferredoxin reductase	17.8541304615178	22.61524078772	15.6409859744426	12.6309984591187	14.3566165144824	34.5114239647595	20.9509623089332	16.873207127656	15.1828153592598	20.6964555587548	18.3869759548915	27.4613055585197	13.7622714858767	14.1476810188464	13.6881599463014
1350	ID=fig|208479.6.peg.1605;Name=Putative activity regulator of membrane protease YbbK	35.7082609230357	30.3892298084987	18.5736708446506	37.892995377356	15.2011233682755	23.4184662618011	18.0611744042527	43.8703385319055	26.5699268787047	18.8702977153353	20.2256735503807	14.0108701829182	19.39229163919	29.1795921013707	8.21289596778082
1351	ID=fig|208479.6.peg.1606;Name=FIG011178: rRNA methylase	67.8456957537678	39.5766713785099	24.4390405850666	34.7352457625764	32.9357672979303	43.1392799559494	39.734583689356	47.2449799574367	34.1613345583346	23.740051964454	33.0965567188048	32.5052188243703	24.3967539976906	45.9799633112508	38.3268478496438
1352	ID=fig|208479.6.peg.1607;Name=NAD synthetase (EC 6.3.1.5) / Glutamine amidotransferase chain of NAD synthetase;Ontology_term=KEGG_ENZYME:6.3.1.5	128.549739322928	105.302214917821	129.038134289152	126.309984591187	116.541945823446	175.022221535566	136.542478496151	192.354561255278	202.437538123464	86.4381379218583	101.128367751903	93.0321780145771	155.13833311352	124.676438978584	147.832127420055
1353	ID=fig|208479.6.peg.1608;Name=HesA/MoeB/ThiF family protein	10.7124782769107	28.26905098465	11.730739480832	22.1042473034577	20.268164491034	29.5812205412224	14.4489395234022	15.1858864148904	7.59140767962992	19.4790169964751	7.35479038195662	12.329565760968	17.5156182547522	19.4530614009138	16.4257919355616
1354	ID=fig|208479.6.peg.1609;Name=Uncharacterized UPF0750 membrane protein	21.4249565538214	9.89416784462748	5.86536974041598	25.2619969182374	21.9571781986202	14.7906102706112	30.3427729991446	32.0590935425463	30.3656307185197	40.7841918363698	13.7902319661687	24.6591315219361	22.5200806132529	14.1476810188464	27.3763198926027
1355	ID=fig|208479.6.peg.1610;Name=Iron-sulfur cluster regulator IscR	3.57082609230357	11.30762039386	11.730739480832	6.31549922955934	8.44506853793084	14.7906102706112	13.004045571062	20.2478485531872	7.59140767962992	17.6528591530556	8.27413917970119	16.2526094121851	11.2600403066264	12.3792208914906	10.9505279570411
1356	ID=fig|208479.6.peg.1611;Name=Superoxide reductase (EC 1.15.1.2);Ontology_term=KEGG_ENZYME:1.15.1.2	14.2833043692143	16.96143059079	58.6536974041598	85.2592395990511	38.8473152744818	112.162127885468	57.7957580936088	118.112449893592	46.8136806910512	14.6092627473563	27.5804639323373	35.8678276682707	35.0312365095044	30.0638221650486	35.5892158603835
1357	ID=fig|208479.6.peg.1612;Name=Mobile element protein	10.7124782769107	5.65381019692999	5.86536974041598	15.7887480738983	13.5121096606893	4.93020342353707	7.2244697617011	0	24.0394576521614	12.7831049039368	12.8708831684241	11.2086961463346	8.75780912737611	18.5688313372359	15.0569759409315
1358	ID=fig|208479.6.peg.1613;Name=Stage V sporulation protein AF (SpoVAF)	32.1374348307321	28.26905098465	37.1473416893012	59.9972426808137	30.402246736551	41.9067291000651	15.8938334757424	47.2449799574367	40.4875076246929	33.4795604626916	24.8224175391036	41.472175741438	45.0401612265057	37.1376626744718	43.8021118281643
1359	ID=fig|208479.6.peg.1614;Name=hypothetical protein	0	11.30762039386	7.82049298722131	15.7887480738983	11.8230959531032	7.39530513530561	5.77957580936088	20.2478485531872	30.3656307185197	8.52206993595786	14.7095807639132	14.571304990235	12.5111558962516	7.07384050942319	13.6881599463014
1360	ID=fig|208479.6.peg.1616;Name=Oligopeptide ABC transporter%2C periplasmic oligopeptide-binding protein OppA (TC 3.A.1.5.1)	82.129000122982	74.9129851093224	48.8780811701332	63.1549922955934	81.072657964136	44.3718308118337	62.1304399506294	42.1830178191399	45.5484460777795	76.0899101424809	75.3866014150553	66.1313072633741	81.3225133256353	63.6645645848088	41.0644798389041
1361	ID=fig|208479.6.peg.1617;Name=Heterodimeric efflux ABC transporter%2C permease/ATP-binding subunit 2	17.8541304615178	18.3748831400225	6.84293136381865	22.1042473034577	16.8901370758617	9.86040684707415	18.7836213804228	10.1239242765936	12.6523461327165	10.9569470605172	11.0321855729349	12.8900005682848	33.7801209198793	12.3792208914906	19.1634239248219
1362	ID=fig|208479.6.peg.1618;Name=Heterodimeric efflux ABC transporter%2C permease/ATP-binding subunit 1	7.14165218460714	11.30762039386	9.77561623402664	6.31549922955934	28.7132330289648	9.86040684707415	21.6734092851033	10.1239242765936	10.1218769061732	9.73950849823755	16.5482783594024	6.72521768780075	26.2734273821283	5.3053803820674	10.9505279570411
1363	ID=fig|208479.6.peg.1619;Name=hypothetical protein	21.4249565538214	12.7210729430925	7.82049298722131	3.15774961477967	11.8230959531032	2.46510171176854	15.8938334757424	10.1239242765936	2.53046922654331	4.86975424911878	9.19348797744577	12.329565760968	13.7622714858767	7.07384050942319	5.47526397852054
1364	ID=fig|208479.6.peg.1620;Name=hypothetical protein	7.14165218460714	14.134525492325	3.91024649361065	6.31549922955934	20.268164491034	7.39530513530561	10.1142576663815	3.37464142553119	7.59140767962992	14.6092627473563	7.35479038195662	5.04391326585056	12.5111558962516	10.6107607641348	2.73763198926027
1365	ID=fig|208479.6.peg.1621;Name=FIG01055289: hypothetical protein	0	4.94708392231374	1.95512324680533	3.15774961477967	2.53352056137925	0	2.88978790468044	3.37464142553119	7.59140767962992	10.9569470605172	3.67739519097831	1.68130442195019	0	0	5.47526397852054
1366	ID=fig|208479.6.peg.1622;Name=Uncharacterized MFS-type transporter	14.2833043692143	17.6681568654062	15.6409859744426	22.1042473034577	21.1126713448271	17.2557119823798	8.66936371404131	16.873207127656	7.59140767962992	24.3487712455939	22.0643711458699	12.329565760968	20.0178494340025	7.07384050942319	8.21289596778082
1367	ID=fig|208479.6.peg.1624;Name=hypothetical protein	0	1.4134525492325	1.95512324680533	6.31549922955934	0	2.46510171176854	0	0	0	1.21743856227969	1.83869759548915	1.12086961463346	0	1.7684601273558	0
1368	ID=fig|208479.6.peg.1626;Name=Aconitase family protein YbhJ	0	0	0	0	0	0	1.44489395234022	0	2.53046922654331	1.21743856227969	0	1.12086961463346	2.50223117925032	0	2.73763198926027
1369	ID=fig|208479.6.peg.1627;Name=Transcriptional regulator BkdR of isoleucine and valine catabolism operon	7.14165218460714	9.89416784462748	21.5063557148586	22.1042473034577	21.9571781986202	24.6510171176854	46.236606474887	30.3717728297807	17.7132845858031	8.52206993595786	9.19348797744577	12.8900005682848	21.2689650236277	10.6107607641348	16.4257919355616
1370	ID=fig|208479.6.peg.1628;Name=Aconitase family protein YbhJ	10.7124782769107	1.4134525492325	5.86536974041598	9.47324884433901	8.44506853793084	0	8.66936371404131	6.74928285106238	2.53046922654331	3.65231568683908	11.0321855729349	7.28565249511748	11.2600403066264	3.5369202547116	2.73763198926027
1371	ID=fig|208479.6.peg.1630;Name=hypothetical protein	3.57082609230357	0	0	0	5.0670411227585	2.46510171176854	0	0	0	0	1.83869759548915	0	1.25111558962516	0.884230063677899	0
