sample	exp	Kingdom	Phylum	Class	Order	Family	Genus	Species	pctseqs	numseqs
148	3mix.pre.6..pool957	3mix	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia marasmi	0.432845123091306	0.432845123091306
149	3mix.pre.6..pool957	3mix	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	[Clostridium] bolteae	0.131307780201517	0.131307780201517
150	3mix.pre.6..pool957	3mix	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Peptostreptococcus	Peptostreptococcus russellii	3.11623558741041e-05	3.11623558741041e-05
151	3mix.pre.6..pool957	3mix	Viridiplantae	Streptophyta	xxxx	Solanales	Solanaceae	Solanum	Solanum pennellii	0.000436272982237457	0.000436272982237457
152	4mix.post.11..pool957	4mix	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sartorii	0.338861849494571	0.338861849494571
153	4mix.post.11..pool957	4mix	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides distasonis	0.17244477723699	0.17244477723699
154	4mix.post.11..pool957	4mix	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus salivarius	5.61587420441782e-05	5.61587420441782e-05
155	4mix.post.11..pool957	4mix	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia marasmi	0.395582178959191	0.395582178959191
156	4mix.post.11..pool957	4mix	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	[Clostridium] bolteae	0.0915574691126919	0.0915574691126919
157	4mix.post.11..pool957	4mix	Viridiplantae	Streptophyta	xxxx	Cucurbitales	Cucurbitaceae	Cucurbita	Cucurbita pepo	0.000112317484088356	0.000112317484088356
158	4mix.post.11..pool957	4mix	Viridiplantae	Streptophyta	xxxx	Solanales	Solanaceae	Solanum	Solanum pennellii	0.00138524897042306	0.00138524897042306
159	4mix.post.12..pool957	4mix	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Curtobacterium	Curtobacterium flaccumfaciens	1.91482843137255e-05	1.91482843137255e-05
160	4mix.post.12..pool957	4mix	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sartorii	0.344611672794118	0.344611672794118
161	4mix.post.12..pool957	4mix	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides distasonis	0.179965150122549	0.179965150122549
162	4mix.post.12..pool957	4mix	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus salivarius	4.78707107843137e-05	4.78707107843137e-05
163	4mix.post.12..pool957	4mix	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia luti	6.70189950980392e-05	6.70189950980392e-05
164	4mix.post.12..pool957	4mix	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia marasmi	0.368077895220588	0.368077895220588
165	4mix.post.12..pool957	4mix	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	[Clostridium] bolteae	0.106684666053922	0.106684666053922
166	4mix.post.12..pool957	4mix	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus	Anaerococcus provencensis	2.87224264705882e-05	2.87224264705882e-05
167	4mix.post.12..pool957	4mix	Viridiplantae	Streptophyta	Liliopsida	Poales	Poaceae	Aegilops	Aegilops tauschii	3.8296568627451e-05	3.8296568627451e-05
168	4mix.post.12..pool957	4mix	Viridiplantae	Streptophyta	xxxx	Cucurbitales	Cucurbitaceae	Cucurbita	Cucurbita pepo	9.57414215686274e-06	9.57414215686274e-06
169	4mix.post.12..pool957	4mix	Viridiplantae	Streptophyta	xxxx	Solanales	Solanaceae	Solanum	Solanum pennellii	0.000449984681372549	0.000449984681372549
170	4mix.post.7..pool957	4mix	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sartorii	0.388379100184894	0.388379100184894
171	4mix.post.7..pool957	4mix	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides distasonis	0.211018283914264	0.211018283914264
172	4mix.post.7..pool957	4mix	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia marasmi	0.337584742861056	0.337584742861056
173	4mix.post.7..pool957	4mix	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	[Clostridium] bolteae	0.0623330822433747	0.0623330822433747
174	4mix.post.7..pool957	4mix	Viridiplantae	Streptophyta	xxxx	Solanales	Solanaceae	Solanum	Solanum pennellii	0.000684790796411696	0.000684790796411696
175	4mix.post.8..pool957	4mix	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Curtobacterium	Curtobacterium citreum	3.78313196037169e-05	3.78313196037169e-05
176	4mix.post.8..pool957	4mix	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sartorii	0.3404582318587	0.3404582318587
177	4mix.post.8..pool957	4mix	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides distasonis	0.17567446149481	0.17567446149481
178	4mix.post.8..pool957	4mix	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus salivarius	8.03915541578985e-05	8.03915541578985e-05
179	4mix.post.8..pool957	4mix	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium disporicum	1.89156598018585e-05	1.89156598018585e-05
180	4mix.post.8..pool957	4mix	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia marasmi	0.349287116071217	0.349287116071217
181	4mix.post.8..pool957	4mix	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	[Clostridium] bolteae	0.133653323244981	0.133653323244981
182	4mix.post.8..pool957	4mix	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Peptostreptococcus	Peptostreptococcus russellii	3.31024046532523e-05	3.31024046532523e-05
183	4mix.post.8..pool957	4mix	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelatoclostridium	[Clostridium] saccharogumia	2.83734897027877e-05	2.83734897027877e-05
184	4mix.post.8..pool957	4mix	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus	Anaerococcus provencensis	1.89156598018585e-05	1.89156598018585e-05
185	4mix.post.8..pool957	4mix	Viridiplantae	Streptophyta	xxxx	Cucurbitales	Cucurbitaceae	Cucurbita	Cucurbita pepo	4.72891495046462e-05	4.72891495046462e-05
186	4mix.post.8..pool957	4mix	Viridiplantae	Streptophyta	xxxx	Solanales	Solanaceae	Solanum	Solanum pennellii	0.000662048093065046	0.000662048093065046
187	4mix.post.9..pool957	4mix	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sartorii	0.374526165822881	0.374526165822881
188	4mix.post.9..pool957	4mix	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides distasonis	0.212411275345358	0.212411275345358
189	4mix.post.9..pool957	4mix	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia marasmi	0.309925712977332	0.309925712977332
190	4mix.post.9..pool957	4mix	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	[Clostridium] bolteae	0.102449945302363	0.102449945302363
191	4mix.post.9..pool957	4mix	Viridiplantae	Streptophyta	xxxx	Solanales	Solanaceae	Solanum	Solanum pennellii	0.000686900552064518	0.000686900552064518
192	4mix.pre.10..pool957	4mix	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	Microbacterium foliorum	2.46657786986335e-05	2.46657786986335e-05
193	4mix.pre.10..pool957	4mix	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sartorii	0.283646588722806	0.283646588722806
194	4mix.pre.10..pool957	4mix	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides distasonis	0.13735878841695	0.13735878841695
195	4mix.pre.10..pool957	4mix	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Weissella	Weissella confusa	3.94652459178136e-05	3.94652459178136e-05
196	4mix.pre.10..pool957	4mix	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus salivarius	4.43984016575403e-05	4.43984016575403e-05
197	4mix.pre.10..pool957	4mix	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia luti	5.42647131369937e-05	5.42647131369937e-05
198	4mix.pre.10..pool957	4mix	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia marasmi	0.466133885846776	0.466133885846776
199	4mix.pre.10..pool957	4mix	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	[Clostridium] bolteae	0.111040402545508	0.111040402545508
200	4mix.pre.10..pool957	4mix	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridioides	Clostridioides difficile	1.47994672191801e-05	1.47994672191801e-05
201	4mix.pre.10..pool957	4mix	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Peptostreptococcus	Peptostreptococcus russellii	4.43984016575403e-05	4.43984016575403e-05
202	4mix.pre.10..pool957	4mix	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Gemmiger	Gemmiger formicilis	1.47994672191801e-05	1.47994672191801e-05
203	4mix.pre.10..pool957	4mix	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Ruminococcus bromii	4.9331557397267e-05	4.9331557397267e-05
204	4mix.pre.10..pool957	4mix	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelatoclostridium	[Clostridium] innocuum	9.86631147945341e-06	9.86631147945341e-06
205	4mix.pre.10..pool957	4mix	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelatoclostridium	Erysipelatoclostridium ramosum	1.47994672191801e-05	1.47994672191801e-05
206	4mix.pre.10..pool957	4mix	Viridiplantae	Streptophyta	Liliopsida	Poales	Poaceae	Aegilops	Aegilops tauschii	7.39973360959005e-05	7.39973360959005e-05
207	4mix.pre.10..pool957	4mix	Viridiplantae	Streptophyta	xxxx	Cucurbitales	Cucurbitaceae	Cucurbita	Cucurbita pepo	3.45320901780869e-05	3.45320901780869e-05
208	4mix.pre.10..pool957	4mix	Viridiplantae	Streptophyta	xxxx	Solanales	Solanaceae	Solanum	Solanum pennellii	0.00140101623008238	0.00140101623008238
209	4mix.pre.11..pool957	4mix	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sartorii	0.328611801093479	0.328611801093479
210	4mix.pre.11..pool957	4mix	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides distasonis	0.185720444234599	0.185720444234599
211	4mix.pre.11..pool957	4mix	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Facklamia	Facklamia hominis	2.05284010428428e-05	2.05284010428428e-05
212	4mix.pre.11..pool957	4mix	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Weissella	Weissella confusa	2.05284010428428e-05	2.05284010428428e-05
213	4mix.pre.11..pool957	4mix	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus salivarius	7.52708038237568e-05	7.52708038237568e-05
214	4mix.pre.11..pool957	4mix	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia luti	4.10568020856855e-05	4.10568020856855e-05
215	4mix.pre.11..pool957	4mix	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia marasmi	0.355161866442223	0.355161866442223
216	4mix.pre.11..pool957	4mix	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	[Clostridium] bolteae	0.128384620121939	0.128384620121939
217	4mix.pre.11..pool957	4mix	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridioides	Clostridioides difficile	7.52708038237568e-05	7.52708038237568e-05
218	4mix.pre.11..pool957	4mix	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Peptostreptococcus	Peptostreptococcus russellii	6.84280034761426e-05	6.84280034761426e-05
219	4mix.pre.11..pool957	4mix	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelatoclostridium	[Clostridium] innocuum	1.36856006952285e-05	1.36856006952285e-05
220	4mix.pre.11..pool957	4mix	Viridiplantae	Streptophyta	Liliopsida	Poales	Poaceae	Aegilops	Aegilops tauschii	8.21136041713711e-05	8.21136041713711e-05
221	4mix.pre.11..pool957	4mix	Viridiplantae	Streptophyta	xxxx	Cucurbitales	Cucurbitaceae	Cucurbita	Cucurbita pepo	4.78996024332998e-05	4.78996024332998e-05
222	4mix.pre.11..pool957	4mix	Viridiplantae	Streptophyta	xxxx	Solanales	Solanaceae	Solanum	Solanum pennellii	0.00167648608516549	0.00167648608516549
223	4mix.pre.12..pool957	4mix	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Curtobacterium	Curtobacterium flaccumfaciens	3.44489036636409e-05	3.44489036636409e-05
224	4mix.pre.12..pool957	4mix	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sartorii	0.343429732848752	0.343429732848752
225	4mix.pre.12..pool957	4mix	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides distasonis	0.185231754999397	0.185231754999397
226	4mix.pre.12..pool957	4mix	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecium	7.7510033243192e-05	7.7510033243192e-05
227	4mix.pre.12..pool957	4mix	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus salivarius	8.61222591591023e-05	8.61222591591023e-05
228	4mix.pre.12..pool957	4mix	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia marasmi	0.349957800093012	0.349957800093012
229	4mix.pre.12..pool957	4mix	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	[Clostridium] bolteae	0.119287941161273	0.119287941161273
230	4mix.pre.12..pool957	4mix	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Ruminococcus bromii	2.58366777477307e-05	2.58366777477307e-05
231	4mix.pre.12..pool957	4mix	Viridiplantae	Streptophyta	Liliopsida	Poales	Poaceae	Aegilops	Aegilops tauschii	0.000111958936906833	0.000111958936906833
232	4mix.pre.12..pool957	4mix	Viridiplantae	Streptophyta	xxxx	Solanales	Solanaceae	Solanum	Solanum pennellii	0.00175689408684569	0.00175689408684569
233	4mix.pre.7..pool957	4mix	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium catenulatum	8.9748479885122e-05	8.9748479885122e-05
234	4mix.pre.7..pool957	4mix	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sartorii	0.361574188337185	0.361574188337185
235	4mix.pre.7..pool957	4mix	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides distasonis	0.164374340909601	0.164374340909601
236	4mix.pre.7..pool957	4mix	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus salivarius	2.24371199712805e-05	2.24371199712805e-05
237	4mix.pre.7..pool957	4mix	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia marasmi	0.332907028053879	0.332907028053879
238	4mix.pre.7..pool957	4mix	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	[Clostridium] bolteae	0.137973329743394	0.137973329743394
239	4mix.pre.7..pool957	4mix	Viridiplantae	Streptophyta	Liliopsida	Poales	Poaceae	Aegilops	Aegilops tauschii	0.000112185599856402	0.000112185599856402
240	4mix.pre.7..pool957	4mix	Viridiplantae	Streptophyta	xxxx	Solanales	Solanaceae	Solanum	Solanum pennellii	0.00294674175622817	0.00294674175622817
241	4mix.pre.8..pool957	4mix	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sartorii	0.361066306929822	0.361066306929822
242	4mix.pre.8..pool957	4mix	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides distasonis	0.183700401771313	0.183700401771313
243	4mix.pre.8..pool957	4mix	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia marasmi	0.372181002375436	0.372181002375436
244	4mix.pre.8..pool957	4mix	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	[Clostridium] bolteae	0.0828176779377694	0.0828176779377694
245	4mix.pre.8..pool957	4mix	Viridiplantae	Streptophyta	xxxx	Solanales	Solanaceae	Solanum	Solanum pennellii	0.000234610985659403	0.000234610985659403
246	4mix.pre.9..pool957	4mix	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sartorii	0.407758875868433	0.407758875868433
247	4mix.pre.9..pool957	4mix	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides distasonis	0.193780362521983	0.193780362521983
248	4mix.pre.9..pool957	4mix	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus salivarius	1.741219898661e-05	1.741219898661e-05
249	4mix.pre.9..pool957	4mix	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia luti	5.22365969598301e-05	5.22365969598301e-05
250	4mix.pre.9..pool957	4mix	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia marasmi	0.301892706029845	0.301892706029845
251	4mix.pre.9..pool957	4mix	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	[Clostridium] bolteae	0.0959296082835635	0.0959296082835635
252	4mix.pre.9..pool957	4mix	Viridiplantae	Streptophyta	xxxx	Solanales	Solanaceae	Solanum	Solanum pennellii	0.000568798500229261	0.000568798500229261
253	SB093_m1_0h..pool781	SB093	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sartorii	0.304032391340274	0.304032391340274
254	SB093_m1_0h..pool781	SB093	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides distasonis	0.167344240621385	0.167344240621385
255	SB093_m1_0h..pool781	SB093	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecalis	0.0104115022310362	0.0104115022310362
256	SB093_m1_0h..pool781	SB093	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus salivarius	0.000115683358122624	0.000115683358122624
257	SB093_m1_0h..pool781	SB093	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia marasmi	0.386663361427863	0.386663361427863
258	SB093_m1_0h..pool781	SB093	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	[Clostridium] bolteae	0.131151875723021	0.131151875723021
259	SB093_m1_0h..pool781	SB093	Viridiplantae	Streptophyta	xxxx	Solanales	Solanaceae	Solanum	Solanum pennellii	0.000280945298297802	0.000280945298297802
260	SB093_m10_24h_flag..pool781	SB093	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sartorii	0.352901553919413	0.352901553919413
261	SB093_m10_24h_flag..pool781	SB093	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides distasonis	0.243388124350974	0.243388124350974
262	SB093_m10_24h_flag..pool781	SB093	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecalis	0.00923370536340758	0.00923370536340758
263	SB093_m10_24h_flag..pool781	SB093	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus salivarius	0.000140329868744796	0.000140329868744796
264	SB093_m10_24h_flag..pool781	SB093	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia marasmi	0.236455828834981	0.236455828834981
265	SB093_m10_24h_flag..pool781	SB093	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	[Clostridium] bolteae	0.157880457662479	0.157880457662479
266	SB093_m11_24h_flag..pool781	SB093	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sartorii	0.369957972640356	0.369957972640356
267	SB093_m11_24h_flag..pool781	SB093	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides distasonis	0.236190412403931	0.236190412403931
268	SB093_m11_24h_flag..pool781	SB093	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecalis	0.00669758719421328	0.00669758719421328
269	SB093_m11_24h_flag..pool781	SB093	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia marasmi	0.275823384625689	0.275823384625689
270	SB093_m11_24h_flag..pool781	SB093	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	[Clostridium] bolteae	0.111112971551998	0.111112971551998
271	SB093_m11_24h_flag..pool781	SB093	Viridiplantae	Streptophyta	xxxx	Solanales	Solanaceae	Solanum	Solanum pennellii	0.000217671583811932	0.000217671583811932
272	SB093_m12_24h_flag..pool781	SB093	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sartorii	0.291729323308271	0.291729323308271
273	SB093_m12_24h_flag..pool781	SB093	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides distasonis	0.253806390977444	0.253806390977444
274	SB093_m12_24h_flag..pool781	SB093	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecalis	0.00495770676691729	0.00495770676691729
275	SB093_m12_24h_flag..pool781	SB093	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus salivarius	0.000117481203007519	0.000117481203007519
276	SB093_m12_24h_flag..pool781	SB093	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia marasmi	0.285502819548872	0.285502819548872
277	SB093_m12_24h_flag..pool781	SB093	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	[Clostridium] bolteae	0.163604323308271	0.163604323308271
278	SB093_m12_24h_flag..pool781	SB093	Viridiplantae	Streptophyta	xxxx	Solanales	Solanaceae	Solanum	Solanum pennellii	0.000281954887218045	0.000281954887218045
279	SB093_m13_24h_aCD3..pool781	SB093	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sartorii	0.205762379305003	0.205762379305003
280	SB093_m13_24h_aCD3..pool781	SB093	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides distasonis	0.254866525533123	0.254866525533123
281	SB093_m13_24h_aCD3..pool781	SB093	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecalis	0.00547322765528993	0.00547322765528993
282	SB093_m13_24h_aCD3..pool781	SB093	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia marasmi	0.301337326379925	0.301337326379925
283	SB093_m13_24h_aCD3..pool781	SB093	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	[Clostridium] bolteae	0.232560541126659	0.232560541126659
284	SB093_m14_24h_aCD3..pool781	SB093	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sartorii	0.344274270744118	0.344274270744118
285	SB093_m14_24h_aCD3..pool781	SB093	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides distasonis	0.190286664315583	0.190286664315583
286	SB093_m14_24h_aCD3..pool781	SB093	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecalis	0.00420676104589652	0.00420676104589652
287	SB093_m14_24h_aCD3..pool781	SB093	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia marasmi	0.27411960300267	0.27411960300267
288	SB093_m14_24h_aCD3..pool781	SB093	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	[Clostridium] bolteae	0.185878381782458	0.185878381782458
289	SB093_m14_24h_aCD3..pool781	SB093	Viridiplantae	Streptophyta	xxxx	Cucurbitales	Cucurbitaceae	Cucurbita	Cucurbita pepo	0.000503803718071439	0.000503803718071439
290	SB093_m14_24h_aCD3..pool781	SB093	Viridiplantae	Streptophyta	xxxx	Solanales	Solanaceae	Solanum	Solanum pennellii	0.000730515391203587	0.000730515391203587
291	SB093_m15_24h_aCD3..pool781	SB093	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sartorii	0.230178101821961	0.230178101821961
292	SB093_m15_24h_aCD3..pool781	SB093	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides distasonis	0.253720296678897	0.253720296678897
293	SB093_m15_24h_aCD3..pool781	SB093	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecalis	0.00749570886414815	0.00749570886414815
294	SB093_m15_24h_aCD3..pool781	SB093	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus salivarius	0.000125978300237784	0.000125978300237784
295	SB093_m15_24h_aCD3..pool781	SB093	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia marasmi	0.273042218477867	0.273042218477867
296	SB093_m15_24h_aCD3..pool781	SB093	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	[Clostridium] bolteae	0.235437695856889	0.235437695856889
