"","sample","compound","value","dilution","run","tube_label"
"484","112","alanine",45831,"dilute","SBR1",112
"485","113","alanine",31775,"dilute","SBR1",113
"486","114","alanine",69467,"dilute","SBR1",114
"487","115","alanine",45279,"dilute","SBR1",115
"488","116","alanine",39410,"dilute","SBR1",116
"489","117","alanine",37204,"dilute","SBR1",117
"490","118","alanine",63996,"dilute","SBR1",118
"491","119","alanine",30130,"dilute","SBR1",119
"492","120","alanine",34922,"dilute","SBR1",120
"493","121","alanine",25934,"dilute","SBR1",121
"494","122","alanine",36234,"dilute","SBR1",122
"495","123","alanine",63797,"dilute","SBR1",123
"496","109","glycine",40482,"dilute","SBR1",109
"497","110","glycine",63823,"dilute","SBR1",110
"498","111","glycine",29097,"dilute","SBR1",111
"499","112","glycine",33417,"dilute","SBR1",112
"500","113","glycine",28161,"dilute","SBR1",113
"501","114","glycine",99665,"dilute","SBR1",114
"502","115","glycine",34489,"dilute","SBR1",115
"503","116","glycine",26985,"dilute","SBR1",116
"504","117","glycine",37273,"dilute","SBR1",117
"505","118","glycine",70196,"dilute","SBR1",118
"506","119","glycine",13472,"dilute","SBR1",119
"507","120","glycine",31810,"dilute","SBR1",120
"508","121","glycine",58540,"dilute","SBR1",121
"509","122","glycine",15658,"dilute","SBR1",122
"510","123","glycine",86481,"dilute","SBR1",123
"511","c109","X3.aminoisobutyrate",935,"concentrate","SBR1",109
"512","c110","X3.aminoisobutyrate",4286,"concentrate","SBR1",110
"513","c111","X3.aminoisobutyrate",7413,"concentrate","SBR1",111
"514","c112","X3.aminoisobutyrate",6254,"concentrate","SBR1",112
"515","c113","X3.aminoisobutyrate",4168,"concentrate","SBR1",113
"516","c114","X3.aminoisobutyrate",3587,"concentrate","SBR1",114
"517","c115","X3.aminoisobutyrate",4487,"concentrate","SBR1",115
"518","c116","X3.aminoisobutyrate",4940,"concentrate","SBR1",116
"519","c117","X3.aminoisobutyrate",5161,"concentrate","SBR1",117
"520","c118","X3.aminoisobutyrate",6199,"concentrate","SBR1",118
"521","c119","X3.aminoisobutyrate",1655,"concentrate","SBR1",119
"522","c120","X3.aminoisobutyrate",3501,"concentrate","SBR1",120
"523","c121","X3.aminoisobutyrate",2239,"concentrate","SBR1",121
"524","c122","X3.aminoisobutyrate",4158,"concentrate","SBR1",122
"525","c123","X3.aminoisobutyrate",3962,"concentrate","SBR1",123
"526","109","phenylalanine",13072,"dilute","SBR1",109
"527","110","phenylalanine",21121,"dilute","SBR1",110
"528","111","phenylalanine",14983,"dilute","SBR1",111
"529","112","phenylalanine",14585,"dilute","SBR1",112
"530","113","phenylalanine",19859,"dilute","SBR1",113
"531","114","phenylalanine",58748,"dilute","SBR1",114
"532","115","phenylalanine",23908,"dilute","SBR1",115
"533","116","phenylalanine",16658,"dilute","SBR1",116
"534","117","phenylalanine",17842,"dilute","SBR1",117
"535","118","phenylalanine",25295,"dilute","SBR1",118
"536","119","phenylalanine",3657,"dilute","SBR1",119
"537","120","phenylalanine",8197,"dilute","SBR1",120
"538","121","phenylalanine",24791,"dilute","SBR1",121
"539","122","phenylalanine",4957,"dilute","SBR1",122
"540","123","phenylalanine",26277,"dilute","SBR1",123
"541","c109","palmitate",237081,"concentrate","SBR1",109
"542","c110","palmitate",288205,"concentrate","SBR1",110
"543","c111","palmitate",402437,"concentrate","SBR1",111
"544","c112","palmitate",423231,"concentrate","SBR1",112
"545","c113","palmitate",500237,"concentrate","SBR1",113
"546","c114","palmitate",749254,"concentrate","SBR1",114
"547","c115","palmitate",918222,"concentrate","SBR1",115
"548","c116","palmitate",485893,"concentrate","SBR1",116
"549","c117","palmitate",333803,"concentrate","SBR1",117
"550","c118","palmitate",829056,"concentrate","SBR1",118
"551","c119","palmitate",291965,"concentrate","SBR1",119
"552","c120","palmitate",481515,"concentrate","SBR1",120
"553","c121","palmitate",3695327,"concentrate","SBR1",121
"554","c122","palmitate",630388,"concentrate","SBR1",122
"555","c123","palmitate",4173723,"concentrate","SBR1",123
"556","c109","threonine",1,"concentrate","SBR1",109
"557","c110","threonine",2445,"concentrate","SBR1",110
"558","c111","threonine",1,"concentrate","SBR1",111
"559","c112","threonine",3188,"concentrate","SBR1",112
"560","c113","threonine",2504,"concentrate","SBR1",113
"561","c114","threonine",12602,"concentrate","SBR1",114
"562","c115","threonine",204,"concentrate","SBR1",115
"563","c116","threonine",3621,"concentrate","SBR1",116
"564","c117","threonine",1743,"concentrate","SBR1",117
"565","c118","threonine",3074,"concentrate","SBR1",118
"566","c119","threonine",373,"concentrate","SBR1",119
"567","c120","threonine",527,"concentrate","SBR1",120
"568","c121","threonine",2953,"concentrate","SBR1",121
"569","c122","threonine",1761,"concentrate","SBR1",122
"570","c123","threonine",4799,"concentrate","SBR1",123
"571","c109","X4.aminobutyrate",84035,"concentrate","SBR1",109
"572","c110","X4.aminobutyrate",77652,"concentrate","SBR1",110
"573","c111","X4.aminobutyrate",84948,"concentrate","SBR1",111
"574","c112","X4.aminobutyrate",72488,"concentrate","SBR1",112
"575","c113","X4.aminobutyrate",50475,"concentrate","SBR1",113
"576","c114","X4.aminobutyrate",36939,"concentrate","SBR1",114
"577","c115","X4.aminobutyrate",56886,"concentrate","SBR1",115
"578","c116","X4.aminobutyrate",55347,"concentrate","SBR1",116
"579","c117","X4.aminobutyrate",47404,"concentrate","SBR1",117
"580","c118","X4.aminobutyrate",101501,"concentrate","SBR1",118
"581","c119","X4.aminobutyrate",56510,"concentrate","SBR1",119
"582","c120","X4.aminobutyrate",60585,"concentrate","SBR1",120
"583","c121","X4.aminobutyrate",59574,"concentrate","SBR1",121
"584","c122","X4.aminobutyrate",118779,"concentrate","SBR1",122
"585","c123","X4.aminobutyrate",75248,"concentrate","SBR1",123
"586","c109","desaminotyrosine",17881,"concentrate","SBR1",109
"587","c110","desaminotyrosine",11119,"concentrate","SBR1",110
"588","c111","desaminotyrosine",20005,"concentrate","SBR1",111
"589","c112","desaminotyrosine",16171,"concentrate","SBR1",112
"590","c113","desaminotyrosine",17252,"concentrate","SBR1",113
"591","c114","desaminotyrosine",10161,"concentrate","SBR1",114
"592","c115","desaminotyrosine",26776,"concentrate","SBR1",115
"593","c116","desaminotyrosine",20399,"concentrate","SBR1",116
"594","c117","desaminotyrosine",14308,"concentrate","SBR1",117
"595","c118","desaminotyrosine",31402,"concentrate","SBR1",118
"596","c119","desaminotyrosine",11358,"concentrate","SBR1",119
"597","c120","desaminotyrosine",22066,"concentrate","SBR1",120
"598","c121","desaminotyrosine",6168,"concentrate","SBR1",121
"599","c122","desaminotyrosine",29363,"concentrate","SBR1",122
"600","c123","desaminotyrosine",8090,"concentrate","SBR1",123
"601","c109","X5.aminovalerate",467,"concentrate","SBR1",109
"602","c110","X5.aminovalerate",1724,"concentrate","SBR1",110
"603","c111","X5.aminovalerate",650,"concentrate","SBR1",111
"604","c112","X5.aminovalerate",1658,"concentrate","SBR1",112
"605","c113","X5.aminovalerate",1199,"concentrate","SBR1",113
"606","c114","X5.aminovalerate",406,"concentrate","SBR1",114
"607","c115","X5.aminovalerate",748,"concentrate","SBR1",115
"608","c116","X5.aminovalerate",329,"concentrate","SBR1",116
"609","c117","X5.aminovalerate",548,"concentrate","SBR1",117
"610","c118","X5.aminovalerate",2393,"concentrate","SBR1",118
"611","c119","X5.aminovalerate",1,"concentrate","SBR1",119
"612","c120","X5.aminovalerate",1,"concentrate","SBR1",120
"613","c121","X5.aminovalerate",369,"concentrate","SBR1",121
"614","c122","X5.aminovalerate",1158,"concentrate","SBR1",122
"615","c123","X5.aminovalerate",1,"concentrate","SBR1",123
"616","c109","asparate",23818,"concentrate","SBR1",109
"617","c110","asparate",16295,"concentrate","SBR1",110
"618","c111","asparate",13851,"concentrate","SBR1",111
"619","c112","asparate",22697,"concentrate","SBR1",112
"620","c113","asparate",27048,"concentrate","SBR1",113
"621","c114","asparate",30775,"concentrate","SBR1",114
"622","c115","asparate",14574,"concentrate","SBR1",115
"623","c116","asparate",13160,"concentrate","SBR1",116
"624","c117","asparate",19196,"concentrate","SBR1",117
"625","c118","asparate",21130,"concentrate","SBR1",118
"626","c119","asparate",11764,"concentrate","SBR1",119
"627","c120","asparate",11947,"concentrate","SBR1",120
"628","c121","asparate",14313,"concentrate","SBR1",121
"629","c122","asparate",15923,"concentrate","SBR1",122
"630","c123","asparate",19852,"concentrate","SBR1",123
"631","c109","methionine",10215,"concentrate","SBR1",109
"632","c110","methionine",28411,"concentrate","SBR1",110
"633","c111","methionine",30458,"concentrate","SBR1",111
"634","c112","methionine",28973,"concentrate","SBR1",112
"635","c113","methionine",23356,"concentrate","SBR1",113
"636","c114","methionine",36133,"concentrate","SBR1",114
"637","c115","methionine",43731,"concentrate","SBR1",115
"638","c116","methionine",27095,"concentrate","SBR1",116
"639","c117","methionine",28966,"concentrate","SBR1",117
"640","c118","methionine",34086,"concentrate","SBR1",118
"641","c119","methionine",14027,"concentrate","SBR1",119
"642","c120","methionine",13556,"concentrate","SBR1",120
"643","c121","methionine",20541,"concentrate","SBR1",121
"644","c122","methionine",14075,"concentrate","SBR1",122
"645","c123","methionine",33025,"concentrate","SBR1",123
"646","109","glutamate",6498,"dilute","SBR1",109
"647","110","glutamate",8781,"dilute","SBR1",110
"648","111","glutamate",7279,"dilute","SBR1",111
"649","112","glutamate",5723,"dilute","SBR1",112
"650","113","glutamate",3783,"dilute","SBR1",113
"651","114","glutamate",8209,"dilute","SBR1",114
"652","115","glutamate",9749,"dilute","SBR1",115
"653","116","glutamate",6111,"dilute","SBR1",116
"654","117","glutamate",9353,"dilute","SBR1",117
"655","118","glutamate",11391,"dilute","SBR1",118
"656","119","glutamate",3645,"dilute","SBR1",119
"657","120","glutamate",7968,"dilute","SBR1",120
"658","121","glutamate",6386,"dilute","SBR1",121
"659","122","glutamate",5158,"dilute","SBR1",122
"660","123","glutamate",5630,"dilute","SBR1",123
"661","109","lysine",38901,"dilute","SBR1",109
"662","110","lysine",90564,"dilute","SBR1",110
"663","111","lysine",53380,"dilute","SBR1",111
"664","112","lysine",70426,"dilute","SBR1",112
"665","113","lysine",74980,"dilute","SBR1",113
"666","114","lysine",128789,"dilute","SBR1",114
"667","115","lysine",133201,"dilute","SBR1",115
"668","116","lysine",85391,"dilute","SBR1",116
"669","117","lysine",99429,"dilute","SBR1",117
"670","118","lysine",173591,"dilute","SBR1",118
"671","119","lysine",35951,"dilute","SBR1",119
"672","120","lysine",120324,"dilute","SBR1",120
"673","121","lysine",148472,"dilute","SBR1",121
"674","122","lysine",40872,"dilute","SBR1",122
"675","123","lysine",163736,"dilute","SBR1",123
"676","c109","tyramine",1086,"concentrate","SBR1",109
"677","c110","tyramine",3034,"concentrate","SBR1",110
"678","c111","tyramine",537,"concentrate","SBR1",111
"679","c112","tyramine",6605,"concentrate","SBR1",112
"680","c113","tyramine",27663,"concentrate","SBR1",113
"681","c114","tyramine",9539,"concentrate","SBR1",114
"682","c115","tyramine",5006,"concentrate","SBR1",115
"683","c116","tyramine",4593,"concentrate","SBR1",116
"684","c117","tyramine",2008,"concentrate","SBR1",117
"685","c118","tyramine",34826,"concentrate","SBR1",118
"686","c119","tyramine",2185,"concentrate","SBR1",119
"687","c120","tyramine",1820,"concentrate","SBR1",120
"688","c121","tyramine",49448,"concentrate","SBR1",121
"689","c122","tyramine",5142,"concentrate","SBR1",122
"690","c123","tyramine",19830,"concentrate","SBR1",123
"691","c109","tryptophan",3713,"concentrate","SBR1",109
"692","c110","tryptophan",4001,"concentrate","SBR1",110
"693","c111","tryptophan",3842,"concentrate","SBR1",111
"694","c112","tryptophan",4851,"concentrate","SBR1",112
"695","c113","tryptophan",4154,"concentrate","SBR1",113
"696","c114","tryptophan",6726,"concentrate","SBR1",114
"697","c115","tryptophan",7746,"concentrate","SBR1",115
"698","c116","tryptophan",6696,"concentrate","SBR1",116
"699","c117","tryptophan",7212,"concentrate","SBR1",117
"700","c118","tryptophan",6424,"concentrate","SBR1",118
"701","c119","tryptophan",1,"concentrate","SBR1",119
"702","c120","tryptophan",1379,"concentrate","SBR1",120
"703","c121","tryptophan",5977,"concentrate","SBR1",121
"704","c122","tryptophan",3248,"concentrate","SBR1",122
"705","c123","tryptophan",5890,"concentrate","SBR1",123
"706","91","Acetate.ISTD",303023,"dilute","SBR2",91
"707","92","Acetate.ISTD",377511,"dilute","SBR2",92
"708","93","Acetate.ISTD",307737,"dilute","SBR2",93
"709","95","Acetate.ISTD",397946,"dilute","SBR2",95
"710","96","Acetate.ISTD",396671,"dilute","SBR2",96
"711","c91","Acetate.ISTD",4703740,"concentrate","SBR2",91
"712","c92","Acetate.ISTD",4516706,"concentrate","SBR2",92
"713","c93","Acetate.ISTD",4829865,"concentrate","SBR2",93
"714","c95","Acetate.ISTD",5134295,"concentrate","SBR2",95
"715","c96","Acetate.ISTD",4851245,"concentrate","SBR2",96
"716","91","acetate",327989,"dilute","SBR2",91
"717","92","acetate",273485,"dilute","SBR2",92
"718","93","acetate",394242,"dilute","SBR2",93
"719","95","acetate",186815,"dilute","SBR2",95
"720","96","acetate",624052,"dilute","SBR2",96
"721","91","Propionate.ISTD",518809,"dilute","SBR2",91
"722","92","Propionate.ISTD",637502,"dilute","SBR2",92
"723","93","Propionate.ISTD",513108,"dilute","SBR2",93
"724","95","Propionate.ISTD",594064,"dilute","SBR2",95
"725","96","Propionate.ISTD",653523,"dilute","SBR2",96
"726","c91","Propionate.ISTD",8099639,"concentrate","SBR2",91
"727","c92","Propionate.ISTD",7829898,"concentrate","SBR2",92
"728","c93","Propionate.ISTD",8558383,"concentrate","SBR2",93
"729","c95","Propionate.ISTD",8228531,"concentrate","SBR2",95
"730","c96","Propionate.ISTD",8651958,"concentrate","SBR2",96
"731","91","propionate",205560,"dilute","SBR2",91
"732","92","propionate",198454,"dilute","SBR2",92
"733","93","propionate",246476,"dilute","SBR2",93
"734","95","propionate",144372,"dilute","SBR2",95
"735","96","propionate",420285,"dilute","SBR2",96
"736","91","isobutyrate",22135,"dilute","SBR2",91
"737","92","isobutyrate",17288,"dilute","SBR2",92
"738","93","isobutyrate",14948,"dilute","SBR2",93
"739","95","isobutyrate",19090,"dilute","SBR2",95
"740","96","isobutyrate",24645,"dilute","SBR2",96
"741","c91","pivalate",30335,"concentrate","SBR2",91
"742","c92","pivalate",30391,"concentrate","SBR2",92
"743","c93","pivalate",33622,"concentrate","SBR2",93
"744","c95","pivalate",31916,"concentrate","SBR2",95
"745","c96","pivalate",41309,"concentrate","SBR2",96
"746","91","Butyrate.ISTD",1133679,"dilute","SBR2",91
"747","92","Butyrate.ISTD",1342376,"dilute","SBR2",92
"748","93","Butyrate.ISTD",1133363,"dilute","SBR2",93
"749","95","Butyrate.ISTD",1234271,"dilute","SBR2",95
"750","96","Butyrate.ISTD",1519769,"dilute","SBR2",96
"751","91","ButyrateM1.ISTD",52002,"dilute","SBR2",91
"752","92","ButyrateM1.ISTD",57775,"dilute","SBR2",92
"753","93","ButyrateM1.ISTD",45375,"dilute","SBR2",93
"754","95","ButyrateM1.ISTD",59302,"dilute","SBR2",95
"755","96","ButyrateM1.ISTD",66218,"dilute","SBR2",96
"756","c91","ButyrateM1.ISTD",725679,"concentrate","SBR2",91
"757","c92","ButyrateM1.ISTD",714105,"concentrate","SBR2",92
"758","c93","ButyrateM1.ISTD",765652,"concentrate","SBR2",93
"759","c95","ButyrateM1.ISTD",728258,"concentrate","SBR2",95
"760","c96","ButyrateM1.ISTD",788751,"concentrate","SBR2",96
"761","91","butyrate",2488,"dilute","SBR2",91
"762","92","butyrate",3044,"dilute","SBR2",92
"763","93","butyrate",2004,"dilute","SBR2",93
"764","95","butyrate",2885,"dilute","SBR2",95
"765","96","butyrate",3022,"dilute","SBR2",96
"766","c91","X2.methylbutyrate",380156,"concentrate","SBR2",91
"767","c92","X2.methylbutyrate",246210,"concentrate","SBR2",92
"768","c93","X2.methylbutyrate",148854,"concentrate","SBR2",93
"769","c95","X2.methylbutyrate",619843,"concentrate","SBR2",95
"770","c96","X2.methylbutyrate",205086,"concentrate","SBR2",96
"771","c91","X2.hydroxybutyrate",2811,"concentrate","SBR2",91
"772","c92","X2.hydroxybutyrate",1200,"concentrate","SBR2",92
"773","c93","X2.hydroxybutyrate",1280,"concentrate","SBR2",93
"774","c95","X2.hydroxybutyrate",4630,"concentrate","SBR2",95
"775","c96","X2.hydroxybutyrate",1172,"concentrate","SBR2",96
"776","c91","isovalerate",488064,"concentrate","SBR2",91
"777","c92","isovalerate",364388,"concentrate","SBR2",92
"778","c93","isovalerate",267411,"concentrate","SBR2",93
"779","c95","isovalerate",597302,"concentrate","SBR2",95
"780","c96","isovalerate",428608,"concentrate","SBR2",96
"781","c91","crotonate",1269,"concentrate","SBR2",91
"782","c92","crotonate",1380,"concentrate","SBR2",92
"783","c93","crotonate",2137,"concentrate","SBR2",93
"784","c95","crotonate",1176,"concentrate","SBR2",95
"785","c96","crotonate",906,"concentrate","SBR2",96
"786","c91","valerate",11218,"concentrate","SBR2",91
"787","c92","valerate",11983,"concentrate","SBR2",92
"788","c93","valerate",15394,"concentrate","SBR2",93
"789","c95","valerate",13713,"concentrate","SBR2",95
"790","c96","valerate",14627,"concentrate","SBR2",96
"791","c91","X4.methylvalerate",552,"concentrate","SBR2",91
"792","c92","X4.methylvalerate",894,"concentrate","SBR2",92
"793","c93","X4.methylvalerate",918,"concentrate","SBR2",93
"794","c95","X4.methylvalerate",413,"concentrate","SBR2",95
"795","c96","X4.methylvalerate",1309,"concentrate","SBR2",96
"796","c91","hexanoate",43083,"concentrate","SBR2",91
"797","c92","hexanoate",42613,"concentrate","SBR2",92
"798","c93","hexanoate",52557,"concentrate","SBR2",93
"799","c95","hexanoate",40281,"concentrate","SBR2",95
"800","c96","hexanoate",40059,"concentrate","SBR2",96
"801","c91","phenol",1758,"concentrate","SBR2",91
"802","c92","phenol",602,"concentrate","SBR2",92
"803","c93","phenol",2794,"concentrate","SBR2",93
"804","c95","phenol",1743,"concentrate","SBR2",95
"805","c96","phenol",2257,"concentrate","SBR2",96
"806","c91","X2.hydroxyhexanoate",125587,"concentrate","SBR2",91
"807","c92","X2.hydroxyhexanoate",161123,"concentrate","SBR2",92
"808","c93","X2.hydroxyhexanoate",198750,"concentrate","SBR2",93
"809","c95","X2.hydroxyhexanoate",64868,"concentrate","SBR2",95
"810","c96","X2.hydroxyhexanoate",297321,"concentrate","SBR2",96
"811","c91","p.cresol",4638,"concentrate","SBR2",91
"812","c92","p.cresol",1456,"concentrate","SBR2",92
"813","c93","p.cresol",3131,"concentrate","SBR2",93
"814","c95","p.cresol",3585,"concentrate","SBR2",95
"815","c96","p.cresol",6055,"concentrate","SBR2",96
"816","c91","benzoate",83830,"concentrate","SBR2",91
"817","c92","benzoate",86874,"concentrate","SBR2",92
"818","c93","benzoate",69871,"concentrate","SBR2",93
"819","c95","benzoate",71730,"concentrate","SBR2",95
"820","c96","benzoate",63077,"concentrate","SBR2",96
"821","c91","phenylacetate",20413,"concentrate","SBR2",91
"822","c92","phenylacetate",14642,"concentrate","SBR2",92
"823","c93","phenylacetate",13455,"concentrate","SBR2",93
"824","c95","phenylacetate",55199,"concentrate","SBR2",95
"825","c96","phenylacetate",15187,"concentrate","SBR2",96
"826","c91","hydrocinnamate",1,"concentrate","SBR2",91
"827","c92","hydrocinnamate",1,"concentrate","SBR2",92
"828","c93","hydrocinnamate",1,"concentrate","SBR2",93
"829","c95","hydrocinnamate",1,"concentrate","SBR2",95
"830","c96","hydrocinnamate",1,"concentrate","SBR2",96
"831","c91","X2.aminobutyrate",30058,"concentrate","SBR2",91
"832","c92","X2.aminobutyrate",6839,"concentrate","SBR2",92
"833","c93","X2.aminobutyrate",28788,"concentrate","SBR2",93
"834","c95","X2.aminobutyrate",59533,"concentrate","SBR2",95
"835","c96","X2.aminobutyrate",55466,"concentrate","SBR2",96
"836","91","valine",93002,"dilute","SBR2",91
"837","92","valine",76644,"dilute","SBR2",92
"838","93","valine",68202,"dilute","SBR2",93
"839","95","valine",249379,"dilute","SBR2",95
"840","96","valine",108956,"dilute","SBR2",96
"841","91","leucine",72066,"dilute","SBR2",91
"842","92","leucine",60640,"dilute","SBR2",92
"843","93","leucine",66927,"dilute","SBR2",93
"844","95","leucine",156106,"dilute","SBR2",95
"845","96","leucine",89958,"dilute","SBR2",96
"846","91","isoleucine",41572,"dilute","SBR2",91
"847","92","isoleucine",48308,"dilute","SBR2",92
"848","93","isoleucine",56530,"dilute","SBR2",93
"849","95","isoleucine",143724,"dilute","SBR2",95
"850","96","isoleucine",47554,"dilute","SBR2",96
"851","91","proline",139334,"dilute","SBR2",91
"852","92","proline",126759,"dilute","SBR2",92
"853","93","proline",160415,"dilute","SBR2",93
"854","95","proline",179033,"dilute","SBR2",95
"855","96","proline",154573,"dilute","SBR2",96
"856","c91","Succinate.ISTD",142344,"concentrate","SBR2",91
"857","c92","Succinate.ISTD",109788,"concentrate","SBR2",92
"858","c93","Succinate.ISTD",112651,"concentrate","SBR2",93
"859","c95","Succinate.ISTD",153752,"concentrate","SBR2",95
"860","c96","Succinate.ISTD",138057,"concentrate","SBR2",96
"861","c91","succinate",153740,"concentrate","SBR2",91
"862","c92","succinate",197632,"concentrate","SBR2",92
"863","c93","succinate",199127,"concentrate","SBR2",93
"864","c95","succinate",97908,"concentrate","SBR2",95
"865","c96","succinate",296185,"concentrate","SBR2",96
"866","91","alanine",51624,"dilute","SBR2",91
"867","92","alanine",38184,"dilute","SBR2",92
"868","93","alanine",79447,"dilute","SBR2",93
"869","95","alanine",91270,"dilute","SBR2",95
"870","96","alanine",106716,"dilute","SBR2",96
"871","91","glycine",51232,"dilute","SBR2",91
"872","92","glycine",37458,"dilute","SBR2",92
"873","93","glycine",61330,"dilute","SBR2",93
"874","95","glycine",76482,"dilute","SBR2",95
"875","96","glycine",53763,"dilute","SBR2",96
"876","c91","X3.aminoisobutyrate",4433,"concentrate","SBR2",91
"877","c92","X3.aminoisobutyrate",1800,"concentrate","SBR2",92
"878","c93","X3.aminoisobutyrate",3851,"concentrate","SBR2",93
"879","c95","X3.aminoisobutyrate",5599,"concentrate","SBR2",95
"880","c96","X3.aminoisobutyrate",2255,"concentrate","SBR2",96
"881","91","phenylalanine",22046,"dilute","SBR2",91
"882","92","phenylalanine",13264,"dilute","SBR2",92
"883","93","phenylalanine",14324,"dilute","SBR2",93
"884","95","phenylalanine",49622,"dilute","SBR2",95
"885","96","phenylalanine",26563,"dilute","SBR2",96
"886","c91","palmitate",411805,"concentrate","SBR2",91
"887","c92","palmitate",424597,"concentrate","SBR2",92
"888","c93","palmitate",257882,"concentrate","SBR2",93
"889","c95","palmitate",958180,"concentrate","SBR2",95
"890","c96","palmitate",488064,"concentrate","SBR2",96
"891","c91","threonine",3872,"concentrate","SBR2",91
"892","c92","threonine",6198,"concentrate","SBR2",92
"893","c93","threonine",118,"concentrate","SBR2",93
"894","c95","threonine",3426,"concentrate","SBR2",95
"895","c96","threonine",7620,"concentrate","SBR2",96
"896","c91","X4.aminobutyrate",40143,"concentrate","SBR2",91
"897","c92","X4.aminobutyrate",64090,"concentrate","SBR2",92
"898","c93","X4.aminobutyrate",25579,"concentrate","SBR2",93
"899","c95","X4.aminobutyrate",56552,"concentrate","SBR2",95
"900","c96","X4.aminobutyrate",44194,"concentrate","SBR2",96
"901","c91","desaminotyrosine",18646,"concentrate","SBR2",91
"902","c92","desaminotyrosine",13075,"concentrate","SBR2",92
"903","c93","desaminotyrosine",12962,"concentrate","SBR2",93
"904","c95","desaminotyrosine",7241,"concentrate","SBR2",95
"905","c96","desaminotyrosine",9004,"concentrate","SBR2",96
"906","c91","X5.aminovalerate",181,"concentrate","SBR2",91
"907","c92","X5.aminovalerate",779,"concentrate","SBR2",92
"908","c93","X5.aminovalerate",549,"concentrate","SBR2",93
"909","c95","X5.aminovalerate",145,"concentrate","SBR2",95
"910","c96","X5.aminovalerate",1836,"concentrate","SBR2",96
"911","c91","asparate",30607,"concentrate","SBR2",91
"912","c92","asparate",17757,"concentrate","SBR2",92
"913","c93","asparate",16934,"concentrate","SBR2",93
"914","c95","asparate",34015,"concentrate","SBR2",95
"915","c96","asparate",31249,"concentrate","SBR2",96
"916","c91","methionine",27600,"concentrate","SBR2",91
"917","c92","methionine",19087,"concentrate","SBR2",92
"918","c93","methionine",25437,"concentrate","SBR2",93
"919","c95","methionine",55368,"concentrate","SBR2",95
"920","c96","methionine",37624,"concentrate","SBR2",96
"921","91","glutamate",7296,"dilute","SBR2",91
"922","92","glutamate",5958,"dilute","SBR2",92
"923","93","glutamate",6220,"dilute","SBR2",93
"924","95","glutamate",9637,"dilute","SBR2",95
"925","96","glutamate",11227,"dilute","SBR2",96
"926","91","lysine",60633,"dilute","SBR2",91
"927","92","lysine",42359,"dilute","SBR2",92
"928","93","lysine",51636,"dilute","SBR2",93
"929","95","lysine",94440,"dilute","SBR2",95
"930","96","lysine",76197,"dilute","SBR2",96
"931","c91","tyramine",6934,"concentrate","SBR2",91
"932","c92","tyramine",4884,"concentrate","SBR2",92
"933","c93","tyramine",5972,"concentrate","SBR2",93
"934","c95","tyramine",63917,"concentrate","SBR2",95
"935","c96","tyramine",8210,"concentrate","SBR2",96
"936","c91","tryptophan",4248,"concentrate","SBR2",91
"937","c92","tryptophan",1,"concentrate","SBR2",92
"938","c93","tryptophan",1293,"concentrate","SBR2",93
"939","c95","tryptophan",6387,"concentrate","SBR2",95
"940","c96","tryptophan",2970,"concentrate","SBR2",96
"941","1","Acetate.ISTD",288868,"dilute","SBR3",1
"942","2","Acetate.ISTD",287625,"dilute","SBR3",2
"943","3","Acetate.ISTD",248954,"dilute","SBR3",3
"944","4","Acetate.ISTD",292511,"dilute","SBR3",4
"945","5","Acetate.ISTD",205050,"dilute","SBR3",5
"946","6","Acetate.ISTD",284799,"dilute","SBR3",6
"947","7","Acetate.ISTD",231870,"dilute","SBR3",7
"948","8","Acetate.ISTD",277312,"dilute","SBR3",8
"949","9","Acetate.ISTD",247593,"dilute","SBR3",9
"950","10","Acetate.ISTD",222667,"dilute","SBR3",10
"951","21","Acetate.ISTD",202618,"dilute","SBR3",21
"952","22","Acetate.ISTD",238722,"dilute","SBR3",22
"953","23","Acetate.ISTD",194337,"dilute","SBR3",23
"954","24","Acetate.ISTD",187276,"dilute","SBR3",24
"955","25","Acetate.ISTD",251585,"dilute","SBR3",25
"956","26","Acetate.ISTD",219914,"dilute","SBR3",26
"957","27","Acetate.ISTD",212635,"dilute","SBR3",27
"958","28","Acetate.ISTD",221769,"dilute","SBR3",28
"959","29","Acetate.ISTD",219451,"dilute","SBR3",29
"960","30","Acetate.ISTD",196806,"dilute","SBR3",30
"961","31","Acetate.ISTD",242951,"dilute","SBR3",31
"962","32","Acetate.ISTD",247243,"dilute","SBR3",32
"963","33","Acetate.ISTD",207176,"dilute","SBR3",33
"964","34","Acetate.ISTD",157418,"dilute","SBR3",34
"965","35","Acetate.ISTD",254021,"dilute","SBR3",35
"966","36","Acetate.ISTD",193407,"dilute","SBR3",36
"967","37","Acetate.ISTD",305725,"dilute","SBR3",37
"968","38","Acetate.ISTD",199631,"dilute","SBR3",38
"969","39","Acetate.ISTD",204830,"dilute","SBR3",39
"970","40","Acetate.ISTD",189050,"dilute","SBR3",40
"971","c1","Acetate.ISTD",3255429,"concentrate","SBR3",1
"972","c2","Acetate.ISTD",3442645,"concentrate","SBR3",2
"973","c3","Acetate.ISTD",3168954,"concentrate","SBR3",3
"974","c4","Acetate.ISTD",3420073,"concentrate","SBR3",4
"975","c5","Acetate.ISTD",2948170,"concentrate","SBR3",5
"976","c6","Acetate.ISTD",3110982,"concentrate","SBR3",6
"977","c7","Acetate.ISTD",3141532,"concentrate","SBR3",7
